Coll2014,Freschi2020,Lipworth2019,Shitikov2017,Stucki2016,ROLLINGDB_ID,Lineage,F2
4.3.4.2,4.2.1.2.1.1.i3.1,lam,,4.3/LAM,SAMEA1010878,4,0.0084097859327217
3,3.1.1,east_african_indian,,,SAMEA1010879,3,0.0116795264771165
3,3.1.1,east_african_indian,,,SAMEA1010880,3,0.0111577002345249
"4.1.2.1,2.2.1",4.1.i1.1.1.1,"beijing,haarlem",lin2.2.1,4.1.2/Haarlem,SAMEA1015920,"2,4",0.2044159544159544
2.2.1,2.2.1.1.1.i3,"beijing,mungi","lin2.2.1,central_asia",,SAMEA1015921,2,0.008364184834773
2.2.1,2.2.1.1.1.i3,beijing,"lin2.2.1,central_asia",,SAMEA1015922,2,0.0111351171680239
2.2.1,2.2.1.1.1.i3,"beijing,mungi,canetti","lin2.2.1,central_asia",,SAMEA1015923,2,0.0093753184551105
4.1,4.1.i2.1,ghana,,4.1.3/Ghana,SAMEA1015925,4,0.0247954966752266
4.3.3,4.2.1.2.1.1.i4.1,lam,,4.3/LAM,SAMEA1015927,4,0.0049909255898366
2.2.1,2.2.1.1.1.i3,"beijing,mungi","lin2.2.1,central_asia",,SAMEA1015929,2,0.0085357846355876
4.2.1,4.2.2.2.1,"ural,canetti",,4,SAMEA1015931,4,0.0136363636363636
2.2.1,2.2.1.1.1,beijing,"europe/russia_B0/W148_outbreak,lin2.2.1",,SAMEA1015932,2,0.0081113668749314
2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,SAMEA1015933,2,0.0065681444991789
4.1.2.1,4.1.i1.1.1.1,haarlem,,4.1.2/Haarlem,SAMEA1015935,4,0.0108255671655841
4.8,4.2.1.1.1.1.1.1.i1,canetti,,4.10/PGG3,SAMEA1015936,4,0.0060956548921537
4.3.3,4.2.1.2.1.1.i4.1,lam,,4.3/LAM,SAMEA1015937,4,0.0105456212746446
4.3.3,4.2.1.2.1.1.i4.1,lam,,4.3/LAM,SAMEA1015939,4,0.0046407700240632
4.2.1,4.2.2.2.1,"ural,canetti",,4,SAMEA1015940,4,0.0119165839126117
2.2.1,2.2.1.1.1.i3,"beijing,mungi","lin2.2.1,central_asia",,SAMEA1015941,2,0.0110610405571487
2.2.1,2.2.1.1.1.i3,"beijing,mungi","lin2.2.1,central_asia",,SAMEA1015942,2,0.0520064915904396
2.2.1,2.2.1.1.1,"beijing,mungi","europe/russia_B0/W148_outbreak,lin2.2.1",,SAMEA1015943,2,0.0063601203266007
4.8,4.2.1.1.1.1.1.1.i1,ethiopian,,4.10/PGG3,SAMEA1015944,4,0.0033190160093713
4.8,4.2.1.1.1.1.1.1.i1,ghana,,4.10/PGG3,SAMEA1015946,4,0.0072307217494819
"4.2.1,2.2.1","4.2.2.2.1,2.2.1.1.1.i3","beijing,ural","lin2.2.1,central_asia",,SAMEA1015947,"2,4",0.3581208053691275
2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,SAMEA1015949,2,0.0091517071453713
2.2.1,2.2.1.1.1.i3,beijing,"lin2.2.1,central_asia",,SAMEA1015951,2,0.0063685352368955
4.8,4.2.1.1.1.1.1.1.i1,,,4.10/PGG3,SAMEA1015954,4,0.004107713372889
2.2.1,2.2.1.1.1,"beijing,mungi","europe/russia_B0/W148_outbreak,lin2.2.1",,SAMEA1015957,2,0.0072833211944646
4.8,4.2.1.1.1.1.1.1.i1,,,4.10/PGG3,SAMEA1015958,4,0.021629583688658
4.3.3,4.2.1.2.1.1.i4.1,lam,,4.3/LAM,SAMEA1015959,4,0.0057964293994899
2.2.1,2.2.1.1.1.i3,beijing,"lin2.2.1,central_asia",,SAMEA1015960,2,0.0080990948070509
2.2.1,2.2.1.1.1.i3,"beijing,mungi","lin2.2.1,central_asia",,SAMEA1015961,2,0.0059116940698318
2.2.1,2.2.1.1.1.i3,"beijing,mungi","lin2.2.1,central_asia",,SAMEA1015962,2,0.0086567997765987
2.2.1,2.2.1.1.1,beijing,"europe/russia_B0/W148_outbreak,lin2.2.1",,SAMEA1015968,2,0.008512708257327
2.2.1,2.2.1.1.1.i3,"beijing,mungi","lin2.2.1,central_asia",,SAMEA1015969,2,0.0069647463456577
2.2.1,2.2.1.1.1.i3,"beijing,mungi","lin2.2.1,central_asia",,SAMEA1015973,2,0.0078064870808136
4.8,4.2.1.1.1.1.1.1.i1,,,4.10/PGG3,SAMEA1015975,4,0.0160840660518979
4.2.1,4.2.2.2.1,"ural,canetti",,4,SAMEA1015977,4,0.0116521015397419
2.2.1,2.2.1.1.1.i3,beijing,"lin2.2.1,central_asia",,SAMEA1015978,2,0.0077977612878883
2.2.1,2.2.1.1.1.i3,"beijing,mungi","lin2.2.1,central_asia",,SAMEA1015979,2,0.0095702105446319
4.8,4.2.1.1.1.1.1.1.i1,beijing,,4.10/PGG3,SAMEA1015980,4,0.0381074168797953
1.1.1,1.1.1.1.2,"indo_oceanic,ethiopian",,,SAMEA1015981,1,0.0162141162999918
2.2.1,2.2.1.1.1.i3,beijing,"lin2.2.1,central_asia",,SAMEA1015982,2,0.0089267178741955
2.2.1,2.2.1.1.1.i3,"beijing,mungi","lin2.2.1,central_asia",,SAMEA1015985,2,0.0074571766095688
2.2.1,2.2.1.1.1.i3,"beijing,mungi","lin2.2.1,central_asia",,SAMEA1015986,2,0.0081378144155569
2.2.1,2.2.1.1.1.i3,"beijing,mungi","lin2.2.1,central_asia",,SAMEA1015987,2,0.0060455575947317
4.1.2.1,4.1.i1.1.1.1,haarlem,,4.1.2/Haarlem,SAMEA1015988,4,0.0109077687553023
4.3.3,4.2.1.2.1.1.i4.1,lam,,4.3/LAM,SAMEA1015989,4,0.0036884356693425
2.2.1,2.2.1.1.1,"beijing,mungi","europe/russia_B0/W148_outbreak,lin2.2.1",,SAMEA1015990,2,0.0066006600660066
2.2.1,2.2.1.1.1.i3,"beijing,mungi","lin2.2.1,central_asia",,SAMEA1015991,2,0.0081006182050735
4.1,4.1.i2.1,ghana,,4.1.3/Ghana,SAMEA1015994,4,0.026829874830759
2.2.1,2.2.1.1.1.i3,"beijing,mungi","lin2.2.1,central_asia",,SAMEA1015995,2,0.0111039931667734
2.2.1,2.2.1.1.1.i3,"beijing,mungi","lin2.2.1,central_asia",,SAMEA1015996,2,0.0081788440567066
4.2.1,4.2.2.2.1,"ural,canetti",,4,SAMEA1015997,4,0.0146362009055491
2.2.1,2.2.1.1.1,"beijing,mungi","europe/russia_B0/W148_outbreak,lin2.2.1",,SAMEA1015998,2,0.0076155462184873
1.1.1,1.1.1.1.2,"indo_oceanic,ethiopian",,,SAMEA1015999,1,0.0077605980295449
4.8,4.2.1.1.1.1.1.1.i1,westafrican1,,4.10/PGG3,SAMEA1016000,4,0.0054005400540054
2.2.1,2.2.1.1.1.i3,beijing,"lin2.2.1,central_asia",,SAMEA1016002,2,0.0062858704564088
2.2.1,2.2.1.1.1.i3,"beijing,mungi","lin2.2.1,central_asia",,SAMEA1016004,2,0.0077519379844961
4.8,4.2.1.1.1.1.1.1.i1,orygis,,4.10/PGG3,SAMEA1016005,4,0.0408249752789942
2.2.1,2.2.1.1.1,"beijing,mungi","europe/russia_B0/W148_outbreak,lin2.2.1",,SAMEA1016006,2,0.0073159579332418
2.2.1,2.2.1.1.1,"beijing,mungi","europe/russia_B0/W148_outbreak,lin2.2.1",,SAMEA1016007,2,0.0060455743295613
2.2.1,2.2.1.1.2,"beijing,canetti,mungi","lin2.2.1,asia_ancestral_2",,SAMEA1016008,2,0.0067750677506775
2.2.1,2.2.1.1.1.i3,beijing,"lin2.2.1,central_asia",,SAMEA1016010,2,0.0060290814517082
2.2.1,2.2.1.1.1.i3,"beijing,mungi","lin2.2.1,central_asia",,SAMEA1016011,2,0.0043991494977637
2.2.1,2.2.1.1.1,"beijing,mungi","europe/russia_B0/W148_outbreak,lin2.2.1",,SAMEA1016013,2,0.0069930069930069
2.2.1,2.2.1.1.1.i3,"beijing,mungi","lin2.2.1,central_asia",,SAMEA1016014,2,0.0582355940846506
4.3.4.1,4.2.1.2.1.1.i3.2,"lam,cameroon,beijing",,4.3/LAM,SAMEA1016015,4,0.0132360886007563
4.3.3,4.2.1.2.1.1.i4.1,lam,,4.3/LAM,SAMEA1016016,4,0.0047964037006562
2.2.1,2.2.1.1.1.i3,beijing,"lin2.2.1,central_asia",,SAMEA1016018,2,0.0073768332308773
4.2.1,4.2.2.2.1,"ural,canetti",,4,SAMEA1016019,4,0.0211973646519621
4.3.3,4.2.1.2.1.1.i4.1,lam,,4.3/LAM,SAMEA1016021,4,0.0047822374039282
2.2.1,2.2.1.1.1.i3,"beijing,mungi,canetti","lin2.2.1,central_asia",,SAMEA1016023,2,0.0075792374827744
4.2.1,4.2.2.2.1,ural,,4,SAMEA1016024,4,0.0189028420356906
4.1.2,4.1.i1.1.1.1,haarlem,,4,SAMEA1016025,4,0.0151791135397692
4.2.1,4.2.2.2.1,"ural,beijing,canetti",,4,SAMEA1016026,4,0.0544432254525507
2.2.1,2.2.1.1.1.i3,"beijing,canetti","lin2.2.1,central_asia",,SAMEA1016028,2,0.0070055855344125
4.2.1,4.2.2.2.2,"ural,canetti",,4,SAMEA1016029,4,0.0148754805281631
4.3.3,4.2.1.2.1.1.i4.1,lam,,4.3/LAM,SAMEA1016030,4,0.0059779562861946
2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,SAMEA1016033,2,0.0103556956325979
2.2.1,2.2.1.1.1.i3,"beijing,mungi","lin2.2.1,central_asia",,SAMEA1016034,2,0.0114285714285714
2.2.1,2.2.1.1.1.i3,"beijing,mungi","lin2.2.1,central_asia",,SAMEA1016037,2,0.0105351875263379
4.2.1,4.2.2.2.1,"ural,beijing,mungi",,4,SAMEA1016038,4,0.0891767343380246
2.2.1,2.2.1.1.1,"beijing,mungi","europe/russia_B0/W148_outbreak,lin2.2.1",,SAMEA1016039,2,0.0092884682790045
2.2.1,2.2.1.1.1.i3,"beijing,mungi","lin2.2.1,central_asia",,SAMEA1016042,2,0.0063527137135754
4.8,4.2.1.1.1.1.1.1.i1,canetti,,4.10/PGG3,SAMEA1016043,4,0.0023090051199678
2.2.1,2.2.1.1.1.i3,"beijing,mungi","lin2.2.1,central_asia",,SAMEA1016044,2,0.007896886629754
4.3.3,4.2.1.2.1.1.i4.1,lam,,4.3/LAM,SAMEA1016045,4,0.0079365079365079
2.2.1,2.2.1.1.1.i3,"beijing,mungi","lin2.2.1,central_asia",,SAMEA1016046,2,0.1537088135043012
4.3.3,4.2.1.2.1.1.i4.1,lam,,4.3/LAM,SAMEA1016047,4,0.0089481010141181
4.2.1,4.2.2.2.1,"ural,canetti",,4,SAMEA1016051,4,0.0219412019022913
2.2.1,2.2.1.1.1.i3,"beijing,mungi","lin2.2.1,central_asia",,SAMEA1016052,2,0.0052520291930973
2.2.1,2.2.1.1.1.i3,"beijing,mungi","lin2.2.1,central_asia",,SAMEA1016053,2,0.0071753169098301
2.2.1,2.2.1.1.1.i3,"beijing,canetti,mungi","lin2.2.1,central_asia",,SAMEA1016054,2,0.0099537859936011
2.2.1,2.2.1.1.1.i3,beijing,"lin2.2.1,central_asia",,SAMEA1016055,2,0.0084985835694051
4.1,4.1.i2.1,ghana,,4.1.3/Ghana,SAMEA1016057,4,0.0234781316558521
2.2.1,2.2.1.1.1.i3,"beijing,mungi","lin2.2.1,central_asia",,SAMEA1016060,2,0.0081365207373271
4.2.1,4.2.2.2.1,ural,,4,SAMEA1016061,4,0.0216474245115452
4.2.1,4.2.2.2.1,ural,,4,SAMEA1016062,4,0.0209267563527653
4.3.3,4.2.1.2.1.1.i4.1,lam,,4.3/LAM,SAMEA1016063,4,0.0047588832487309
2.2.1,2.2.1.1.1.i3,beijing,"lin2.2.1,central_asia",,SAMEA1016066,2,0.0082091164398358
4.2.1,4.2.2.2.1,ural,,4,SAMEA1016067,4,0.0195731784316201
2.2.1,2.2.1.1.1.i3,"beijing,mungi","lin2.2.1,central_asia",,SAMEA1016068,2,0.0078648894776057
2.2.1,2.2.1.1.1.i3,"beijing,mungi","lin2.2.1,central_asia",,SAMEA1016071,2,0.0098912937028694
4.8,4.2.1.1.1.1.1.1.i1,,,4.10/PGG3,SAMEA1016072,4,0.0059923733430179
2.2.1,2.2.1.1.1.i3,"beijing,mungi","lin2.2.1,central_asia",,SAMEA1016073,2,0.0089448401523935
2.2.1,2.2.1.1.1,"beijing,mungi","europe/russia_B0/W148_outbreak,lin2.2.1",,SAMEA1016074,2,0.0091713069112348
4.1.2.1,4.1.i1.1.1.1,"haarlem,beijing",,4.1.2/Haarlem,SAMEA1016075,4,0.0095693779904306
4.3.3,4.2.1.2.1.1.i4.1,lam,,4.3/LAM,SAMEA1016077,4,0.0039617354333752
2.2.1,2.2.1.1.1,"beijing,mungi","europe/russia_B0/W148_outbreak,lin2.2.1",,SAMEA1016078,2,0.0063253774141857
"4.2.1,2.2.1","4.2.2.2.1,2.2.1.1.1.i3","beijing,ural,mungi","lin2.2.1,central_asia",,SAMEA1016079,"2,4",0.4063571205983172
4.1.2.1,4.1.i1.1.1.1,"haarlem,beijing",,4.1.2/Haarlem,SAMEA1016080,4,0.0197434788874477
4.2.1,4.2.2.2.2,ural,,4,SAMEA1016081,4,0.0138888888888888
2.2.1,2.2.1.1.1.i3,"beijing,mungi","lin2.2.1,central_asia",,SAMEA1016082,2,0.0060543052837573
2.2.1,2.2.1.1.1.i3,"beijing,mungi","lin2.2.1,central_asia",,SAMEA1016083,2,0.007470922828763
2.2.1,2.2.1.1.1.i3,"beijing,mungi","lin2.2.1,central_asia",,SAMEA1016084,2,0.0146912844947389
2.2.1,2.2.1.1.1.i3,"beijing,mungi","lin2.2.1,central_asia",,SAMEA1016086,2,0.008714596949891
2.2.1,2.2.1.1.1.i3,"beijing,mungi","lin2.2.1,central_asia",,SAMEA1016087,2,0.0081836327345309
4.3.3,4.2.1.2.1.1.i4.1,lam,,4.3/LAM,SAMEA1016088,4,0.0036113499570077
2.2.1,2.2.1.1.1.i3,"beijing,mungi","lin2.2.1,central_asia",,SAMEA1016089,2,0.0080489375402446
4.8,4.2.1.1.1.1.1.1.i1,,,4.10/PGG3,SAMEA1016090,4,0.0058651026392961
4.3.3,4.2.1.2.1.1.i4.1,lam,,4.3/LAM,SAMEA1016091,4,0.0050799623706491
"4.1.2.1,2.2.1","4.1.i1.1.1,2.2.1.1.1","beijing,haarlem,mungi","europe/russia_B0/W148_outbreak,lin2.2.1",,SAMEA1016092,"2,4",0.240219880897847
2.2.1,2.2.1.1.1.i3,"beijing,mungi","lin2.2.1,central_asia",,SAMEA1016093,2,0.0075569469934146
4.1,4.1.i1.2.1,"xtype,beijing",,4,SAMEA1016096,4,0.1189315656073308
2.2.1,2.2.1.1.1,"beijing,mungi","europe/russia_B0/W148_outbreak,lin2.2.1",,SAMEA1016097,2,0.0082079343365253
2.2.1,2.2.1.1.1,"beijing,mungi","europe/russia_B0/W148_outbreak,lin2.2.1",,SAMEA1016098,2,0.0073797534294148
2.2.1,2.2.1.1.1,"beijing,mungi","europe/russia_B0/W148_outbreak,lin2.2.1",,SAMEA1016099,2,0.0085766795997549
2.2.1,2.2.1.1.1.i3,beijing,"lin2.2.1,central_asia",,SAMEA1016100,2,0.00571292549393
2.2.1,2.2.1.1.1.i3,"beijing,mungi","lin2.2.1,central_asia",,SAMEA1016101,2,0.0074027734334271
2.2.1,2.2.1.1.1.i3,"beijing,mungi","lin2.2.1,central_asia",,SAMEA1016103,2,0.0074795616628978
4.1.2,4.1.i1.1.1.1,haarlem,,4,SAMEA1016104,4,0.0145339124624122
2.2.1,2.2.1.1.1.i3,"beijing,mungi","lin2.2.1,central_asia",,SAMEA1016105,2,0.0071485305798252
4.3.3,4.2.1.2.1.1.i4.1,lam,,4.3/LAM,SAMEA1016106,4,0.0043542699442939
2.2.1,2.2.1.1.1.i3,"beijing,mungi","lin2.2.1,central_asia",,SAMEA1016109,2,0.0069133794225294
2.2.1,2.2.1.1.1.i3,"beijing,canetti,mungi","lin2.2.1,central_asia",,SAMEA1016111,2,0.0077273627897761
2.2.1,2.2.1.1.1.i3,"beijing,mungi","lin2.2.1,central_asia",,SAMEA1016112,2,0.0091404122909373
4.2.1,4.2.2.2.1,"ural,beijing,canetti",,4,SAMEA1016113,4,0.0505657708628005
4.8,4.2.1.1.1.1.1.1.i1,,,4.10/PGG3,SAMEA1016114,4,0.004772670183371
4.1,4.1.i2.1,ghana,,4.1.3/Ghana,SAMEA1016116,4,0.0239463131189131
2.2.1,2.2.1.1.1.i3,"beijing,indo_oceanic,mungi","lin2.2.1,central_asia",,SAMEA1016117,2,0.0149959102063073
2.2.1,2.2.1.1.1,"beijing,mungi","europe/russia_B0/W148_outbreak,lin2.2.1",,SAMEA1016118,2,0.0075780237311795
2.2.1,2.2.1.1.1.i3,"beijing,mungi","europe/russia_B0/W148_outbreak,lin2.2.1,central_asia",,SAMEA1016119,2,0.008058608058608
2.2.1,2.2.1.1.1.i3,"beijing,mungi","lin2.2.1,central_asia",,SAMEA1016120,2,0.0092946965554948
2.2.1,2.2.1.1.1.i3,"beijing,mungi","lin2.2.1,central_asia",,SAMEA1016122,2,0.0082636686845392
4.3.3,4.2.1.2.1.1.i4.1,lam,,4.3/LAM,SAMEA1016123,4,0.0048372911169744
2.2.1,2.2.1.1.1.i3,"beijing,mungi","lin2.2.1,central_asia",,SAMEA1016124,2,0.0076628352490421
4.2.1,4.2.2.2.1,"ural,beijing",,4,SAMEA1016126,4,0.02197968773685
2.2.1,2.2.1.1.1,"beijing,mungi","europe/russia_B0/W148_outbreak,lin2.2.1",,SAMEA1016127,2,0.0060855557544299
4.1.2,4.1.i1.1.1.1,haarlem,,4,SAMEA1016128,4,0.0103706222373342
2.2.1,2.2.1.1.1.i3,"beijing,mungi","lin2.2.1,central_asia",,SAMEA1016129,2,0.0064152110063379
4.2.1,4.2.2.2.1,"ural,lam",,4,SAMEA1016130,4,0.0193266198759027
4.2.1,4.2.2.2.1,ural,,4,SAMEA1016134,4,0.022297455054868
2.2.1,2.2.1.1.1.i3,"beijing,mungi","lin2.2.1,central_asia",,SAMEA1016137,2,0.0061329355212995
4.1,4.1.i2.1,ghana,,4.1.3/Ghana,SAMEA1016138,4,0.0247044724083455
2.2.1,2.2.1.1.1.i3,"beijing,mungi","lin2.2.1,central_asia",,SAMEA1016139,2,0.0927084518257308
4.2.1,4.2.2.2.1,ural,,4,SAMEA1016140,4,0.0031954072790294
"4.3,2.2.1","4.2.1.2.1.1.i4.1,2.2.1.1.1.i3","beijing,lam","lin2.2.1,central_asia",4.3/LAM,SAMEA1016141,"2,4",0.2799119647859143
4.2.1,4.2.2.2.1,ural,,4,SAMEA1016142,4,0.0237284287011807
2.2.1,2.2.1.1.1.i3,"beijing,mungi","lin2.2.1,central_asia",,SAMEA1016143,2,0.009322760394342
4.3.3,4.2.1.2.1.1.i4.1,lam,,4.3/LAM,SAMEA1016144,4,0.0038555906063792
4.2.1,4.2.2.2.1,ural,,4,SAMEA1016145,4,0.012416311625076
2.2.1,2.2.1.1.1.i3,"beijing,mungi","lin2.2.1,central_asia",,SAMEA1016146,2,0.0084812623274161
2.2.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,asian_african_2",,SAMEA1016147,2,0.006482982171799
4.3.3,4.2.1.2.1.1.i4.1,lam,,4.3/LAM,SAMEA1016148,4,0.0042083114150447
2.2.1,2.2.1.1.1.i3,"beijing,mungi","lin2.2.1,central_asia",,SAMEA1016151,2,0.0059639866957219
2.2.1,2.2.1.1.1.i3,"beijing,mungi","lin2.2.1,central_asia",,SAMEA1016152,2,0.0064696485623003
2.2.1,2.2.1.1.1.i3,"beijing,mungi","lin2.2.1,central_asia",,SAMEA1016153,2,0.00856665273715
4.8,4.2.1.1.1.1.1.1.i1,,,4.10/PGG3,SAMEA1016157,4,0.0062314739962274
4.8,4.2.1.1.1.1.1.1.i1,canetti,,4.10/PGG3,SAMEA1016158,4,0.0031376064545047
2.2.1,2.2.1.1.1.i3,"beijing,mungi","lin2.2.1,central_asia",,SAMEA1016159,2,0.0090464321979137
4.3.3,4.2.1.2.1.1.i4.1,"lam,ethiopian",,4.3/LAM,SAMEA1016160,4,0.0058207217694994
4.8,4.2.1.1.1.1.1.1.i1,,,4.10/PGG3,SAMEA1016161,4,0.0041874376869391
4.2.1,4.2.2.2.1,"ural,canetti",,4,SAMEA1016162,4,0.0125234082397003
2.2.1,2.2.1.1.1.i3,"beijing,mungi","lin2.2.1,central_asia",,SAMEA1016163,2,0.0088353413654618
2.2.1,2.2.1.1.1.i3,"beijing,mungi","lin2.2.1,central_asia",,SAMEA1016165,2,0.0070989115002366
2.2.1,2.2.1.1.1.i3,"beijing,mungi","lin2.2.1,central_asia",,SAMEA1016166,2,0.0052168496457214
2.2.1,2.2.1.1.1.i3,"beijing,mungi","lin2.2.1,central_asia",,SAMEA1016167,2,0.0060987802439512
2.2.1,2.2.1.1.1,beijing,"europe/russia_B0/W148_outbreak,lin2.2.1",,SAMEA1016169,2,0.0093134069742256
2.2.1,2.2.1.1.1,"beijing,mungi","europe/russia_B0/W148_outbreak,lin2.2.1",,SAMEA1016171,2,0.0097930524759793
2.2.1,2.2.1.1.1.i3,beijing,"lin2.2.1,central_asia",,SAMEA1016172,2,0.0094099196236032
2.2.1,2.2.1.1.1.i3,"beijing,mungi","lin2.2.1,central_asia",,SAMEA1016174,2,0.0078973346495557
2.2.1,2.2.1.1.1,"beijing,mungi","europe/russia_B0/W148_outbreak,lin2.2.1",,SAMEA1016175,2,0.0070681108867266
2.2.1,2.2.1.1.1.i3,beijing,"lin2.2.1,central_asia",,SAMEA1016176,2,0.0068176079454591
4.1.2,4.1.i1.1.1.1,haarlem,,4,SAMEA1016178,4,0.011801507180435
4.2.1,4.2.2.2.2,ural,,4,SAMEA1016179,4,0.0155608385562999
4.2.1,4.2.2.2.1,ural,,4,SAMEA1016181,4,0.0166699940107805
2.2.1,2.2.1.1.1.i3,"beijing,mungi","lin2.2.1,central_asia",,SAMEA1016182,2,0.0074994141082727
4.8,4.2.1.1.1.1.1.1.i1,,,4.10/PGG3,SAMEA1016184,4,0.0073335288941038
2.2.1,2.2.1.1.1.i3,"beijing,mungi","lin2.2.1,central_asia",,SAMEA1016185,2,0.0075807514831905
4.1.2.1,4.1.i1.1.1.1,haarlem,,4.1.2/Haarlem,SAMEA1016186,4,0.0145997112145034
2.2.1,2.2.1.1.1.i3,"beijing,mungi","lin2.2.1,central_asia",,SAMEA1016187,2,0.0106973058637083
2.2.1,2.2.1.1.1.i3,"beijing,mungi","lin2.2.1,central_asia",,SAMEA1016189,2,0.0088586030664395
4.8,4.2.1.1.1.1.1.1.i1,,,4.10/PGG3,SAMEA1016190,4,0.006911532385466
4.3.3,4.2.1.2.1.1.i4.1,lam,,4.3/LAM,SAMEA1016191,4,0.0053180609531601
2.2.1,2.2.1.1.1.i3,"beijing,mungi","lin2.2.1,central_asia",,SAMEA1016193,2,0.0067243920412675
2.2.1,2.2.1.1.1.i3,"beijing,mungi","lin2.2.1,central_asia",,SAMEA1016194,2,0.0096349427256182
2.2.1,2.2.1.1.1,beijing,"europe/russia_B0/W148_outbreak,lin2.2.1",,SAMEA1016196,2,0.0087048832271762
2.2.1,2.2.1.1.1,beijing,"europe/russia_B0/W148_outbreak,lin2.2.1",,SAMEA1016197,2,0.0069650722114104
4.3.3,4.2.1.2.1.1.i4.1,lam,,4.3/LAM,SAMEA1016198,4,0.0042480883602378
4.1,4.1.i2.1,"ghana,canetti",,4.1.3/Ghana,SAMEA1016200,4,0.0257520475981408
4.1.2.1,4.1.i1.1.1.1,haarlem,,4.1.2/Haarlem,SAMEA1016201,4,0.0088242308609587
2.2.1,2.2.1.1.1.i3,"beijing,mungi","lin2.2.1,central_asia",,SAMEA1016202,2,0.0096727721753447
3,3.1.1,east_african_indian,,,SAMEA1018836,3,0.0096250802090017
4.6.2.2,4.2.1.1.1.2.1.1.1.1.1,cameroon,,4.6.2/Cameroon,SAMEA1018838,4,0.0080155664624052
4.1.2.1,4.1.i1.1.1.1,"haarlem,indo_oceanic",,4.1.2/Haarlem,SAMEA1018839,4,0.0160234008956537
4.8,4.2.1.1.1.1.1.1.i1,"caprae,stype",,4.10/PGG3,SAMEA1018840,4,0.0061813186813186
4.8,4.2.1.1.1.1.1.1.i1,,,4.10/PGG3,SAMEA1018843,4,0.0155503470657171
4.1.1.1,4.1.i1.2.1,"xtype,canetti",,4,SAMEA1018844,4,0.0110286467364916
3.1.1,3.1.1.i1,east_african_indian,,,SAMEA1018845,3,0.0117191533298915
4.8,4.2.1.1.1.1.1.1.i1,"canetti,ethiopian",,4.10/PGG3,SAMEA1018846,4,0.0058560336886432
3,3.1.1,east_african_indian,,,SAMEA1018847,3,0.0108698562287488
4.1.1.1,4.1.i1.2.1,"xtype,canetti",,4,SAMEA1018848,4,0.0077672645106623
3.1.1,3.1.1.i1,"east_african_indian,ghana",,,SAMEA1018849,3,0.0125849848112252
4.1.1.1,4.1.i1.2.1,xtype,,4,SAMEA1018850,4,0.0063455436977213
4.8,4.2.1.1.1.1.1.1.i1,,,4.10/PGG3,SAMEA1018853,4,0.0172912474849094
3,3.1.2,east_african_indian,,,SAMEA1018854,3,0.0101276700220967
4.8,4.2.1.1.1.1.1.1.i1,,,4.10/PGG3,SAMEA1018855,4,0.0086426592797783
4.1.1.3,4.1.i1.2.1,xtype,,4,SAMEA1018856,4,0.017263359184107
4.8,4.2.1.1.1.1.1.1.i1,,,4.10/PGG3,SAMEA1018857,4,0.0140130326970762
1.2.2,1.2.2.2,"indo_oceanic,canetti",,,SAMEA1018858,1,0.0175758959141748
4.1.1.3,4.1.i1.2.1,xtype,,4,SAMEA1018859,4,0.014933628318584
4.1.1.3,4.1.i1.2.1,xtype,,4,SAMEA1018860,4,0.011487964989059
3,3.1.1,east_african_indian,,,SAMEA1018861,3,0.0129771282870951
BOV_AFRI,,"bovis,canetti",,,SAMEA1018862,BOV_AFRI,0.0139275766016713
3.1.1,3.1.1.i1,east_african_indian,,,SAMEA1018863,3,0.0118984757278135
1.1.2,1.1.2,indo_oceanic,,,SAMEA1018864,1,0.0187540291859579
4.1.1.3,4.1.i1.2.1,xtype,,4,SAMEA1018865,4,0.0101889338731444
4.8,4.2.1.1.1.1.1.1.i1,"canetti,ethiopian",,4.10/PGG3,SAMEA1018866,4,0.0056861258529188
BOV_AFRI,,"bovis,xtype",,,SAMEA1018867,BOV_AFRI,0.0112846668791839
4.8,4.2.1.1.1.1.1.1.i1,,,4.10/PGG3,SAMEA1018869,4,0.008575058225704
4.8,4.2.1.1.1.1.1.1.i1,,,4.10/PGG3,SAMEA1018870,4,0.0088220551378446
3.1.1,3.1.1.i1,east_african_indian,,,SAMEA1018871,3,0.0218734429496761
4.8,4.2.1.1.1.1.1.1.i1,,,4.10/PGG3,SAMEA1018872,4,0.0071760236386661
1.1.2,1.1.2,indo_oceanic,,,SAMEA1018873,1,0.0187874199986236
3,3.1.1,east_african_indian,,,SAMEA1018875,3,0.0054993400791904
4.3.4.2.1,4.2.1.2.1.1.i3.1,lam,,4.3/LAM,SAMEA1018876,4,0.0105799061331636
3,3.1.1,east_african_indian,,,SAMEA1018877,3,0.0061978348896785
4.1.1.1,4.1.i1.2.1,"xtype,east_african_indian",,4,SAMEA1018878,4,0.0085239182076482
4.1.1.1,4.1.i1.2.1,xtype,,4,SAMEA1018881,4,0.009082409509817
4.8,4.2.1.1.1.1.1.1.i1,"canetti,ethiopian",,4.10/PGG3,SAMEA1018883,4,0.0065367438083637
4.1.1.3,4.1.i1.2.1,"xtype,mungi",,4,SAMEA1018884,4,0.01554635234151
3,3.1.1,"east_african_indian,ghana",,,SAMEA1018885,3,0.0096205815587504
